objectid,cdmid,title,bill_number,public_act_number,format,date_published
cdm98827,98827,Bill Analysis,1974-SB-1207,1974-PA-266,application/pdf,
cdm98832,98832,Bill Analysis,1973-HB-5227,1974-PA-150,application/pdf,
cdm98833,98833,Bill Analysis,1983-HB-5132,1984-PA-325,application/pdf,
cdm98851,98851,House Bills,1979-HB-4555,1980-PA-350,application/pdf,
cdm98861,98861,Bill Analysis,1991-HB-5316,1992-PA-19,application/pdf,
cdm98862,98862,Bill Analysis,1991-HB-5316,1992-PA-19,application/pdf,
cdm98866,98866,Bill Analysis,1983-HB-4994,1984-PA-274,application/pdf,
cdm98867,98867,Bill Analysis,1983-HB-4994,1984-PA-274,application/pdf,
cdm98868,98868,Bill Analysis,1983-HB-4994,1984-PA-274,application/pdf,
cdm98869,98869,Bill Analysis,1983-HB-4994,1984-PA-274,application/pdf,
cdm98871,98871,House Journal Entries,1983-HB-4994,1984-PA-274,application/pdf,
cdm98872,98872,Senate Journal Entries,1983-HB-4994,1984-PA-274,application/pdf,
cdm98873,98873,Introduced Bill,1983-HB-4994,1984-PA-274,application/pdf,
cdm98874,98874,Bill Analysis,1993-SB-148,1993-PA-91,application/pdf,
cdm98875,98875,Bill Analysis,1993-SB-148,1993-PA-91,application/pdf,
cdm98876,98876,Bill Analysis,1993-SB-148,1993-PA-91,application/pdf,
cdm98877,98877,Bill Analysis,1993-SB-148,1993-PA-91,application/pdf,
cdm98888,98888,Bill Analysis,1990-HB-5437,1990-PA-319,application/pdf,
cdm98889,98889,Bill Analysis,1989-HB-5366;1990-HB-5437;1990-HB-6009;1990-HB-6010,1990-PA-318;1990-PA-319;1990-PA-320;1990-PA-321,application/pdf,
cdm98890,98890,Bill Analysis,1989-HB-5366;1990-HB-5437;1990-HB-6009;1990-HB-6010,1990-PA-318;1990-PA-319;1990-PA-320;1990-PA-321,application/pdf,
cdm98914,98914,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98915,98915,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98916,98916,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98917,98917,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98918,98918,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98919,98919,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98920,98920,Bill Analysis,1979-HB-4555,1980-PA-350,application/pdf,
cdm98921,98921,House Bills,1979-HB-4555,1980-PA-350,application/pdf,
cdm98963,98963,House Bills,1979-HB-4555,1980-PA-350,application/pdf,
cdm98964,98964,Bill Analysis,1995-HB-4512;1995-HB-4537,1996-PA-197,application/pdf,
cdm98965,98965,Bill Analysis,1995-HB-4512;1995-HB-4537,1996-PA-197,application/pdf,
cdm98966,98966,Bill Analysis,1995-HB-4512;1995-HB-4537,1996-PA-197,application/pdf,
cdm98967,98967,Bill Analysis,1995-HB-4512;1995-HB-4537,1996-PA-197,application/pdf,
cdm98969,98969,Bill Analysis,1995-SB-143,1996-PA-196,application/pdf,
cdm98970,98970,Bill Analysis,1983-HB-4213,1983-PA-164,application/pdf,
cdm98971,98971,Bill Analysis,1980-HB-6014,1980-PA-395,application/pdf,
cdm98972,98972,Bill Analysis,1980-HB-6014,1980-PA-395,application/pdf,
cdm98974,98974,Bill Analysis,1983-SB-269,1984-PA-59,application/pdf,
cdm98975,98975,Bill Analysis,1983-SB-269,1984-PA-59,application/pdf,
cdm98979,98979,Law Revision Commission Reports,1975-HB-4957,1976-PA-300,application/pdf,
cdm98980,98980,Bill Analysis,1975-HB-4957,1976-PA-300,application/pdf,
cdm98981,98981,Bill Analysis,1975-HB-4957,1976-PA-300,application/pdf,
cdm98982,98982,Bill Analysis,1975-HB-4957,1976-PA-300,application/pdf,
cdm98983,98983,Bill Analysis,1975-HB-4957,1976-PA-300,application/pdf,
cdm98985,98985,Bill Analysis,1984-HB-5436;1984-HB-5437;1984-HB-5438,1984-PA-180;1984-PA-181;1984-PA-182,application/pdf,
cdm98986,98986,Bill Analysis,1984-HB-5436;1984-HB-5437;1984-HB-5438,1984-PA-180;1984-PA-181;1984-PA-182,application/pdf,
cdm98988,98988,Bill Analysis,1995-SB-715;1995-SB-716;1995-SB-171,1996-PA-217;1996-PA-218;1996-PA-219,application/pdf,
cdm98989,98989,Bill Analysis,1995-SB-715;1995-SB-716;1995-SB-717,1996-PA-217;1996-PA-218;1996-PA-219,application/pdf,
cdm98990,98990,Bill Analysis,1995-SB-715;1995-SB-716;1995-SB-717,1996-PA-217;1996-PA-218;1996-PA-219,application/pdf,
cdm98991,98991,Bill Analysis,1995-SB-715;1995-SB-716;1995-SB-171,1996-PA-217;1996-PA-218;1996-PA-219,application/pdf,
cdm98992,98992,Public Acts,1995-SB-716,1996-PA-218,application/pdf,
cdm98994,98994,Bill Analysis,1989-HB-4146;1989-HB-4369,1989-PA-132;1989-PA-131,application/pdf,
cdm98995,98995,Bill Analysis,1989-HB-4369;1989-HB-4146,1989-PA-131;1989-PA-132,application/pdf,
cdm99189,99189,Bill Analysis,1981-HB-4272,1982-PA-55,application/pdf,
cdm99190,99190,Bill Analysis,1981-HB-4272,1982-PA-55,application/pdf,
cdm99191,99191,Bill Analysis,1981-HB-4272,1982-PA-55,application/pdf,
cdm99192,99192,Bill Analysis,1981-HB-4272,1982-PA-55,application/pdf,
cdm99193,99193,Bill Analysis,1981-HB-4272,1982-PA-55,application/pdf,
cdm99194,99194,Bill Analysis,1981-HB-4272,1982-PA-55,application/pdf,
cdm99195,99195,House Bills,1981-HB-4272,1982-PA-55,application/pdf,
cdm99196,99196,House Bills,1981-HB-4272,1982-PA-55,application/pdf,
cdm99201,99201,Bill Analysis,1977-HB-4190,1978-PA-147,application/pdf,
cdm99202,99202,Bill Analysis,1975-HB-4181,1976-PA-419,application/pdf,
cdm99203,99203,Bill Analysis,1975-HB-4181,1976-PA-419,application/pdf,
cdm99238,99238,Bill Analysis,1993-HB-4515,1994-PA-71,application/pdf,
cdm99239,99239,Bill Analysis,1993-HB-4515,1994-PA-71,application/pdf,
cdm99240,99240,Senate Journal Entries,1993-HB-4515,1994-PA-71,application/pdf,
cdm99241,99241,House Journal Entries,1993-HB-4515,1994-PA-71,application/pdf,
cdm99337,99337,Bill Analysis,1975-HB-4097,1975-PA-34,application/pdf,
cdm99338,99338,Bill Analysis,1975-HB-4097,1975-PA-34,application/pdf,
cdm99339,99339,Bill Analysis,1975-HB-4097,1975-PA-34,application/pdf,
cdm99341,99341,Bill Analysis,1985-SB-7,1985-PA-103,application/pdf,
cdm99342,99342,Bill Analysis,1985-SB-7,1985-PA-103,application/pdf,
cdm99344,99344,Bill Analysis,1993-HB-4821,1994-PA-271,application/pdf,
cdm99345,99345,Bill Analysis,1993-HB-4821,1994-PA-271,application/pdf,
cdm99347,99347,Bill Analysis,1995-SB-322,1995-PA-25,application/pdf,
cdm99348,99348,Bill Analysis,1995-SB-322,1995-PA-25,application/pdf,
cdm99349,99349,Bill Analysis,1995-SB-322,1995-PA-25,application/pdf,
cdm99351,99351,Bill Analysis,1993-HB-5000;1993-HB-5131;1993-HB-5132;1993-HB-5133;1993-HB-5134;1993-HB-5135;1993-HB-5152,1993-PA-275;1993-PA-276;1993-PA-277;1993-PA-278;1993-PA-279;1993-PA-280;1993-PA-281,application/pdf,
cdm99352,99352,Bill Analysis,1989-HB-4786,1989-PA-178,application/pdf,
cdm99353,99353,Bill Analysis,1985-HB-4639;1985-HB-4648,1985-PA-161;1985-PA-197,application/pdf,
cdm99354,99354,Bill Analysis,1982-HB-5575,1982-PA-248,application/pdf,
cdm99359,99359,Bill Analysis,1985-HB-5163,1986-PA-175,application/pdf,
cdm99360,99360,Bill Analysis,1985-HB-5163,1986-PA-175,application/pdf,
cdm99361,99361,Bill Analysis,1985-HB-5163,1986-PA-175,application/pdf,
cdm99362,99362,Bill Analysis,1985-HB-5163,1986-PA-175,application/pdf,
cdm99373,99373,Bill Analysis,1970-SB-1313,1970-PA-155,application/pdf,
cdm99374,99374,Bill Analysis,1995-HB-5043,1996-PA-143,application/pdf,
cdm99375,99375,Bill Analysis,1995-HB-5043,1996-PA-143,application/pdf,
cdm99377,99377,Bill Analysis,1979-SB-652,1980-PA-7,application/pdf,
cdm99378,99378,Bill Analysis,1979-SB-652,1980-PA-7,application/pdf,
cdm99379,99379,Bill Analysis,1979-SB-652,1980-PA-7,application/pdf,
cdm99386,99386,Bill Analysis,1996-HB-5570,1996-PA-515,application/pdf,
cdm99387,99387,Bill Analysis,1996-HB-5570;1996-HB-5571;1996-HB-5572;1996-HB-5573;1996-HB-5574,1996-PA-472;1996-PA-515;1996-PA-516;1996-PA-517;1996-PA-518,application/pdf,
cdm99388,99388,Bill Analysis,1996-HB-5570;1996-HB-5571;1996-HB-5572;1996-HB-5573;1996-HB-5574,1996-PA-472;1996-PA-515;1996-PA-516;1996-PA-517;1996-PA-518,application/pdf,
cdm99390,99390,Bill Analysis,1975-HB-4790,1975-PA-125,application/pdf,
cdm99391,99391,Bill Analysis,1975-HB-4790,1975-PA-125,application/pdf,
cdm99392,99392,Bill Analysis,1975-HB-4790,1975-PA-125,application/pdf,
cdm99395,99395,Bill Analysis,1993-HB-5067,1994-PA-343,application/pdf,
cdm99396,99396,Bill Analysis,1993-HB-5067,1994-PA-343,application/pdf,
cdm99397,99397,Bill Analysis,1993-HB-5067,1994-PA-343,application/pdf,
cdm99399,99399,Bill Analysis,1993-SB-859,1993-PA-240,application/pdf,
cdm99400,99400,Bill Analysis,1993-SB-859,1993-PA-240,application/pdf,
cdm99401,99401,Bill Analysis,1993-SB-859,1993-PA-240,application/pdf,
cdm99410,99410,Bill Analysis,1989-HB-5085,1989-PA-248,application/pdf,
cdm99411,99411,Bill Analysis,1993-HB-5127;1993-HB-5128,1994-PA-112,application/pdf,
cdm99412,99412,Bill Analysis,1993-HB-5128,1994-PA-112,application/pdf,
cdm99724,99724,Joint Committee Report,1969-SB-794;1969-HB-3834,1969-PA-317,application/pdf,
cdm99725,99725,Bill Analysis,1969-SB-794;1969-HB-3834,1969-PA-317,application/pdf,
cdm99726,99726,Bill Analysis,1969-SB-794;1969-HB-3834,1969-PA-317,application/pdf,
cdm99728,99728,Bill Analysis,1974-SB-1176,1974-PA-184,application/pdf,
cdm99729,99729,Bill Analysis,1981-SB-255,1982-PA-32,application/pdf,
cdm99730,99730,Bill Analysis,1981-SB-255,1982-PA-32,application/pdf,
cdm99740,99740,Bill Analysis,1983-HB-4495,1983-PA-159,application/pdf,
cdm99741,99741,Bill Analysis,1983-HB-4495,1983-PA-159,application/pdf,
cdm99743,99743,Bill Analysis,1981-SB-573;1981-SB-577;1981-SB-578;1981-SB-582;1981-SB-583;1981-SB-584;1981-SB-586;1981-SB-589;1981-SB-590;1981-SB-591;1981-SB-592;1981-SB-595,1981-PA-192;1981-PA-193;1981-PA-194;1981-PA-195;1981-PA-196;1981-PA-197;1981-PA-198;1981-PA-199;1981-PA-200;1981-PA-201;1981-PA-202;1981-PA-203,application/pdf,
cdm99744,99744,Bill Analysis,1987-SB-67,1987-PA-28,application/pdf,
cdm99745,99745,Bill Analysis,1987-SB-67,1987-PA-28,application/pdf,
cdm99746,99746,Bill Analysis,1987-SB-67,1987-PA-28,application/pdf,
cdm99747,99747,Bill Analysis,1987-SB-67,1987-PA-28,application/pdf,
cdm99755,99755,Bill Analysis,1993-SB-257,1994-PA-451,application/pdf,
cdm99756,99756,Bill Analysis,1993-SB-257;1993-SB-320,1994-PA-446;1994-PA-451,application/pdf,
cdm99757,99757,Public Acts,1993-SB-257,1994-PA-451,application/pdf,
cdm99812,99812,Bill Analysis,1993-HB-4398,,application/pdf,
cdm99813,99813,Bill Analysis,1993-HB-4398,,application/pdf,
cdm99815,99815,Bill Analysis,1993-HB-4938;1993-HB-4939,1994-PA-272;1994-PA-273,application/pdf,
cdm99818,99818,Bill Analysis,1987-HB-4674,1988-PA-449,application/pdf,
cdm99819,99819,Bill Analysis,1987-HB-4674,1988-PA-449,application/pdf,
cdm99820,99820,Bill Analysis,1987-HB-4674,1988-PA-449,application/pdf,
cdm99821,99821,Bill Analysis,1987-HB-4674,1988-PA-449,application/pdf,
cdm99822,99822,Bill Analysis,1987-HB-4674,1988-PA-449,application/pdf,
cdm99823,99823,House Bills,1987-HB-4674,1988-PA-449,application/pdf,
cdm99824,99824,House Bills,1987-HB-4674,1988-PA-449,application/pdf,
cdm99825,99825,House Bills,1987-HB-4674,1988-PA-449,application/pdf,
cdm99828,99828,Bill Analysis,1986-HB-5447;1986-HB-5461,1986-PA-243;1986-PA-271,application/pdf,
cdm99829,99829,Bill Analysis,1986-HB-5447;1986-HB-5461,1986-PA-243;1986-PA-271,application/pdf,
cdm99830,99830,Bill Analysis,1986-HB-5447;1986-HB-5461,1986-PA-243;1986-PA-271,application/pdf,
cdm99831,99831,House Bills,1986-HB-5447,1986-PA-271,application/pdf,
cdm99832,99832,House Bills,1986-HB-5447,1986-PA-271,application/pdf,
cdm99834,99834,Bill Analysis,1995-HB-4694,1996-PA-104,application/pdf,
cdm99835,99835,Bill Analysis,1995-HB-4694,1996-PA-104,application/pdf,
cdm99836,99836,Bill Analysis,1995-HB-4694,1996-PA-104,application/pdf,
cdm99837,99837,Public Acts,1995-HB-4694,1996-PA-104,application/pdf,
cdm99872,99872,Committee Reports,1987-HB-4674,1988-PA-449,application/pdf,
cdm99893,99893,Bill Analysis,1991-HB-4005,1991-PA-66,application/pdf,
cdm99894,99894,Bill Analysis,1991-HB-4005,1991-PA-66,application/pdf,
cdm99896,99896,Bill Analysis,1979-HB-4962;1979-HB-4960;1979-HB-4961,1980-PA-342;1980-PA-340;1980-PA-341,application/pdf,
cdm99897,99897,Bill Analysis,1979-HB-4962;1979-HB-4960;1979-HB-4961,1980-PA-342;1980-PA-340;1980-PA-341,application/pdf,
cdm99976,99976,Bill Analysis,1987-SB-447;1987-SB-448,1987-PA-261;1987-PA-262,application/pdf,
cdm99977,99977,Bill Analysis,1987-SB-447;1987-SB-448,1987-PA-261;1987-PA-262,application/pdf,
cdm99978,99978,Bill Analysis,1987-SB-447;1987-SB-448,1987-PA-261;1987-PA-262,application/pdf,
cdm99979,99979,Bill Analysis,1987-SB-447;1987-SB-448,1987-PA-261;1987-PA-262,application/pdf,
cdm99980,99980,Public Acts,1987-SB-447,1987-PA-261,application/pdf,
cdm99982,99982,Bill Analysis,1987-SB-544,1987-PA-258,application/pdf,
cdm99983,99983,Bill Analysis,1987-SB-544,1987-PA-258,application/pdf,
cdm99984,99984,Public Acts,1987-SB-544,1987-PA-258,application/pdf,
cdm99992,99992,Bill Analysis,1995-HB-5215;1995-HB-5216,1995-PA-248;1995-PA-265,application/pdf,
cdm99993,99993,Bill Analysis,1995-HB-5214;1995-HB-5215;1995-HB-5216,1996-PA-152;1995-PA-248;1995-PA-265,application/pdf,
cdm99994,99994,Public Acts,1995-HB-5215,1995-PA-265,application/pdf,
cdm99996,99996,Bill Analysis,1987-HB-4524;1988-HB-5679;1988-HB-5680;1988-HB-5682;1988-HB-5683,1988-PA-354;1988-PA-356;1988-PA-359;1988-PA-360;1988-PA-383,application/pdf,
cdm99997,99997,Bill Analysis,1987-HB-4524;1988-HB-5679;1988-HB-5680;1988-HB-5682;1988-HB-5683,1988-PA-354;1988-PA-356;1988-PA-359;1988-PA-360;1988-PA-383,application/pdf,
cdm99998,99998,Public Acts,1988-HB-5679,1988-PA-359,application/pdf,
cdm100006,100006,Bill Analysis,1978-HB-6507;1978-HB-6508;1978-HB-6509;1978-HB-6510;1978-HB-6511;1978-HB-6512;1978-HB-6513;1978-HB-6514;1978-HB-6515,1978-PA-510;1978-PA-511;1978-PA-512;1978-PA-513;1978-PA-514;1978-PA-515;1978-PA-516;1978-PA-517;1978-PA-616,application/pdf,
cdm100007,100007,Bill Analysis,1978-HB-6507;1978-HB-6508;1978-HB-6509;1978-HB-6510;1978-HB-6511;1978-HB-6512;1978-HB-6513;1978-HB-6514;1978-HB-6515,1978-PA-510;1978-PA-511;1978-PA-512;1978-PA-513;1978-PA-514;1978-PA-515;1978-PA-516;1978-PA-517;1978-PA-616,application/pdf,
cdm100010,100010,Bill Analysis,1987-HB-4538,1988-PA-446,application/pdf,
cdm100011,100011,Bill Analysis,1987-HB-4538,1988-PA-446,application/pdf,
cdm100012,100012,Bill Analysis,1987-HB-4538,1988-PA-446,application/pdf,
cdm100013,100013,Public Acts,1987-HB-4538,1988-PA-446,application/pdf,
cdm100015,100015,Bill Analysis,1983-HB-5037,1984-PA-331,application/pdf,
cdm100016,100016,Public Acts,1983-HB-5037,1984-PA-331,application/pdf,
cdm100018,100018,Bill Analysis,1993-SB-203;1993-SB-224;1993-SB-225,1993-PA-26;1993-PA-27;1993-PA-28,application/pdf,
cdm100019,100019,Bill Analysis,1993-SB-203;1993-SB-224;1993-SB-225,1993-PA-26;1993-PA-27;1993-PA-28,application/pdf,
cdm100021,100021,Bill Analysis,1995-HB-4348;1995-HB-4385;1995-HB-4349;1995-HB-4350;1995-HB-4351,1995-PA-57;1995-PA-61;1995-PA-58;1995-PA-59;1995-PA-60,application/pdf,
cdm100022,100022,Bill Analysis,1995-HB-4348;1995-HB-4385;1995-HB-4349;1995-HB-4350;1995-HB-4351,1995-PA-57;1995-PA-61;1995-PA-58;1995-PA-59;1995-PA-60,application/pdf,
cdm100023,100023,Bill Analysis,1995-HB-4348;1995-HB-4385;1995-HB-4349;1995-HB-4350;1995-HB-4351,1995-PA-57;1995-PA-61;1995-PA-58;1995-PA-59;1995-PA-60,application/pdf,
cdm100027,100027,Bill Analysis,1993-HB-4938;1993-HB-4939,1994-PA-272;1994-PA-273,application/pdf,
cdm100033,100033,Public Acts,1977-HB-5072,1978-PA-331,application/pdf,
cdm100035,100035,Bill Analysis,1981-SB-277,1981-PA-118,application/pdf,
cdm100036,100036,Public Acts,1981-SB-277,1981-PA-118,application/pdf,
cdm100040,100040,Bill Analysis,1975-HB-4055,1976-PA-453,application/pdf,
cdm100041,100041,Bill Analysis,1975-HB-4055,1976-PA-453,application/pdf,
cdm100042,100042,Bill Analysis,1975-HB-4055,1976-PA-453,application/pdf,
cdm100043,100043,Bill Analysis,1975-HB-4055,1976-PA-453,application/pdf,
cdm100044,100044,Bill Analysis,1975-HB-4055,1976-PA-453,application/pdf,
cdm100045,100045,Introduced Bill,1975-HB-4055,1976-PA-453,application/pdf,
cdm100046,100046,House Bills,1975-HB-4055,1976-PA-453,application/pdf,
cdm100048,100048,Bill Analysis,1993-HB-5111;1993-HB-5112;1993-HB-5115;1993-HB-5116;1993-HB-5118;1993-HB-5120;1993-HB-5129;1993-HB-5224;1993-HB-4279;1993-HB-5009;1993-HB-5010;1993-HB-5097;1993-HB-5102;1993-HB-5103;1993-HB-5104;1993-HB-5106;1993-HB-5109;1993-HB-5110;1993-HB-5216,1993-PA-331;1993-PA-314;1993-PA-313;1993-PA-332;1993-PA-333;1993-PA-334;1993-PA-338;1993-PA-340;1993-PA-312;1993-PA-322;1993-PA-323;1993-PA-324;1993-PA-325;1993-PA-326;1993-PA-327;1993-PA-328;1993-PA-329;1993-PA-330,application/pdf,
cdm100049,100049,Bill Analysis,1993-HB-5111;1993-HB-5112;1993-HB-5115;1993-HB-5116;1993-HB-5118;1993-HB-5120;1993-HB-5129;1993-HB-5224;1993-HB-4279;1993-HB-5009;1993-HB-5010;1993-HB-5097;1993-HB-5102;1993-HB-5103;1993-HB-5104;1993-HB-5106;1993-HB-5109;1993-HB-5110;1993-HB-5216,1993-PA-331;1993-PA-314;1993-PA-313;1993-PA-332;1993-PA-333;1993-PA-334;1993-PA-338;1993-PA-340;1993-PA-312;1993-PA-322;1993-PA-323;1993-PA-324;1993-PA-325;1993-PA-326;1993-PA-327;1993-PA-328;1993-PA-329;1993-PA-330,application/pdf,
cdm100050,100050,Bill Analysis,1993-HB-5111;1993-HB-5112;1993-HB-5115;1993-HB-5116;1993-HB-5118;1993-HB-5120;1993-HB-5129;1993-HB-5224;1993-HB-4279;1993-HB-5009;1993-HB-5010;1993-HB-5097;1993-HB-5102;1993-HB-5103;1993-HB-5104;1993-HB-5106;1993-HB-5109;1993-HB-5110,1993-PA-331;1993-PA-314;1993-PA-313;1993-PA-332;1993-PA-333;1993-PA-334;1993-PA-338;1993-PA-340;1993-PA-312;1993-PA-322;1993-PA-323;1993-PA-324;1993-PA-325;1993-PA-326;1993-PA-327;1993-PA-328;1993-PA-329;1993-PA-330,application/pdf,
cdm100052,100052,Bill Analysis,1975-HB-4963,1976-PA-52,application/pdf,
cdm100053,100053,Bill Analysis,1975-HB-4963,1976-PA-52,application/pdf,
cdm100054,100054,Bill Analysis,1975-HB-4963,1976-PA-52,application/pdf,
cdm100055,100055,Bill Analysis,1975-HB-4963,1976-PA-52,application/pdf,
cdm100056,100056,Bill Analysis,1975-HB-4963,1976-PA-52,application/pdf,
cdm100057,100057,Bill Analysis,1975-HB-4963,1976-PA-52,application/pdf,
cdm100058,100058,House Bills,1975-HB-4963,1976-PA-52,application/pdf,
cdm100059,100059,House Bills,1975-HB-4963,1976-PA-52,application/pdf,
cdm100061,100061,Bill Analysis,1982-SB-760,1982-PA-354,application/pdf,
cdm100062,100062,Bill Analysis,1982-SB-760,1982-PA-354,application/pdf,
cdm100063,100063,Bill Analysis,1982-SB-760,1982-PA-354,application/pdf,
cdm100064,100064,Bill Analysis,1982-SB-760,1982-PA-354,application/pdf,
cdm100065,100065,Bill Analysis,1982-SB-760,1982-PA-354,application/pdf,
cdm100066,100066,Bill Analysis,1982-SB-760,1982-PA-354,application/pdf,
cdm100069,100069,Bill Analysis,1973-SB-1000,1974-PA-264,application/pdf,
cdm100070,100070,Bill Analysis,1973-SB-1000,1974-PA-264,application/pdf,
cdm100071,100071,Bill Analysis,1973-SB-1000,1974-PA-264,application/pdf,
cdm100072,100072,Bill Analysis,1973-SB-1000,1974-PA-264,application/pdf,
cdm100074,100074,Bill Analysis,1993-HB-4569;1993-HB-4570;1993-HB-4571;1993-HB-4572;1993-HB-4573,1994-PA-436;1994-PA-437;1994-PA-438;1994-PA-439;1994-PA-440,application/pdf,
cdm100075,100075,Bill Analysis,1993-HB-4569;1993-HB-4570;1993-HB-4571;1993-HB-4572;1993-HB-4573,1994-PA-436;1994-PA-437;1994-PA-438;1994-PA-439;1994-PA-440,application/pdf,
cdm100077,100077,Bill Analysis,1975-SB-387,1975-PA-344,application/pdf,
cdm100078,100078,Bill Analysis,1975-SB-387,1975-PA-344,application/pdf,
cdm100079,100079,Bill Analysis,1975-SB-387,1975-PA-344,application/pdf,
cdm100080,100080,Bill Analysis,1975-SB-387,1975-PA-344,application/pdf,1975
cdm100082,100082,Bill Analysis,1978-HB-6541,1978-PA-506,application/pdf,
cdm100083,100083,Bill Analysis,1978-HB-6541,1978-PA-506,application/pdf,
cdm100092,100092,Bill Analysis,1985-SB-303,1986-PA-32,application/pdf,
cdm100093,100093,Bill Analysis,1985-SB-303,1986-PA-32,application/pdf,
cdm100094,100094,Bill Analysis,1985-SB-303,1986-PA-32,application/pdf,
cdm101113,101113,Bill Analysis,1982-HB-5381,1982-PA-456,application/pdf,
cdm101114,101114,House Bills,1982-HB-5381,1982-PA-456,application/pdf,
cdm101115,101115,House Bills,1982-HB-5381,1982-PA-456,application/pdf,
cdm101116,101116,House Bills,1982-HB-5381,1982-PA-456,application/pdf,
cdm101117,101117,House Journal Entries,1982-HB-5381,1982-PA-456,application/pdf,
cdm101118,101118,Senate Journal entries,1982-HB-5381,1982-PA-456,application/pdf,
cdm101194,101194,Bill Analysis,1995-HB-4843,1995-PA-143,application/pdf,
cdm101195,101195,Bill Analysis,1995-HB-4843,1995-PA-143,application/pdf,
cdm101197,101197,Bill Analysis,1979-SB-24,1979-PA-11,application/pdf,
cdm101198,101198,Bill Analysis,1979-SB-24,1979-PA-11,application/pdf,
cdm101199,101199,Bill Analysis,1979-SB-24,1979-PA-11,application/pdf,
cdm101200,101200,Bill Analysis,1979-SB-24,1979-PA-11,application/pdf,
cdm101202,101202,Bill Analysis,1973-HB-5176,1974-PA-163,application/pdf,
cdm101203,101203,Bill Analysis,1973-HB-5176,1974-PA-163,application/pdf,
cdm101204,101204,Bill Analysis,1973-HB-5176,1974-PA-163,application/pdf,
cdm101205,101205,Public Acts,1973-HB-5176,1974-PA-163,application/pdf,
cdm101228,101228,Bill Analysis,1995-SB-281;1995-SB-282;1995-SB-283;1995-SB-284,1996-PA-248;1996-PA-249,application/pdf,
cdm101229,101229,Bill Analysis,1995-SB-281;1995-SB-283,1996-PA-248;1996-PA-249,application/pdf,
cdm101230,101230,Bill Analysis,1995-SB-281;1995-SB-283;1995-SB-682;1995-SB-689;1995-SB-698;1995-SB-699;1996-SB-867;1996-SB-870;1995-HB-4037;1995-HB-4044;1995-HB-4371;1995-HB-4445;1995-HB-4486;1995-HB-4487;1995-HB-4490,1996-PA-248;1996-PA-249;1996-PA-244;1996-PA-250;1996-PA-252;1996-PA-247;1996-PA-255;1996-PA-256;1996-PA-257;1996-PA-245;1996-PA-246;1996-PA-259;1996-PA-260;1996-PA-261;1996-PA-262,application/pdf,
cdm101247,101247,Bill Analysis,1993-SB-507;1993-SB-509;1993-SB-510,1994-PA-376;1994-PA-377;1994-PA-378,application/pdf,
cdm101256,101256,Bill Analysis,1985-HB-4587;1985-HB-4588,1986-PA-238;1986-PA-255,application/pdf,
cdm101257,101257,Bill Analysis,1985-HB-4587;1985-HB-4588,1986-PA-255;1986-PA-238,application/pdf,
cdm101258,101258,Bill Analysis,1985-HB-4587;1985-HB-4588,1986-PA-238;1986-PA-255,application/pdf,
cdm101263,101263,Bill Analysis,1978-HB-6507;1978-HB-6508;1978-HB-6509;1978-HB-6510;1978-HB-6511;1978-HB-6512;1978-HB-6513;1978-HB-6514;1978-HB-6515,1978-PA-510;1978-PA-511;1978-PA-512;1978-PA-513;1978-PA-514;1978-PA-515;1978-PA-516;1978-PA-517;1978-PA-616,application/pdf,
cdm101264,101264,Bill Analysis,1978-HB-6507;1978-HB-6508;1978-HB-6509;1978-HB-6510;1978-HB-6511;1978-HB-6512;1978-HB-6513;1978-HB-6514;1978-HB-6515,1978-PA-510;1978-PA-511;1978-PA-512;1978-PA-513;1978-PA-514;1978-PA-515;1978-PA-516;1978-PA-517;1978-PA-616,application/pdf,
cdm101265,101265,Public Acts,1978-HB-6507,1978-PA-510,application/pdf,
cdm101276,101276,Bill Analysis,1993-HB-4156,1993-PA-143,application/pdf,
cdm101277,101277,Bill Analysis,1993-HB-4156,1993-PA-143,application/pdf,
cdm101278,101278,Bill Analysis,1993-HB-4156,1993-PA-143,application/pdf,
cdm101279,101279,Public Acts,1993-HB-4156,1993-PA-143,application/pdf,
cdm101280,101280,Bill Analysis,1993-HB-4156,1993-PA-143,application/pdf,
cdm101281,101281,Referendum on Public Act,1993-HB-4156,1993-PA-143,application/pdf,1993
cdm101283,101283,Bill Analysis,1975-HB-4622,1975-PA-137,application/pdf,
cdm101284,101284,Bill Analysis,1975-HB-4622,1975-PA-137,application/pdf,
cdm101286,101286,Bill Analysis,1976-HB-6448,1976-PA-356,application/pdf,
cdm101287,101287,Bill Analysis,1976-HB-6448,1976-PA-356,application/pdf,
cdm101324,101324,Bill Analysis,1979-HB-4104,1979-PA-218,application/pdf,
cdm101325,101325,Bill Analysis,1979-HB-4104,1979-PA-218,application/pdf,
cdm101326,101326,Bill Analysis,1979-HB-4104,1979-PA-218,application/pdf,
cdm101327,101327,Bill Analysis,1979-HB-4104,1979-PA-218,application/pdf,
cdm101338,101338,Senate Bills,1976-SB-1249,,application/pdf,
cdm101339,101339,Bill Analysis,1976-SB-1249,,application/pdf,
