objectid,cdmid,title,bill_number,public_act_number,format,date_published
cdm110561,110561,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm110566,110566,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm110572,110572,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm110579,110579,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm110597,110597,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm110611,110611,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm110623,110623,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm112416,112416,Bill Analysis,1991-HB-4108,1992-PA-1,application/pdf,
cdm112479,112479,Bill Analysis,1989-SB-731,1990-PA-307,application/pdf,
cdm112483,112483,Bill Analysis,1989-SB-731,1990-PA-307,application/pdf,
cdm112528,112528,Bill Analysis,1936-extra session-HB-1,1936 extra session-PA-1,application/pdf,
cdm112572,112572,Bill Analysis,1936-extra session-HB-1,1936 extra session-PA-1,application/pdf,
cdm112715,112715,Bill Analysis,1987-SB-323,1987-PA-141,application/pdf,
cdm112716,112716,Bill Analysis,1987-SB-323,1987-PA-141,application/pdf,
cdm112717,112717,Bill Analysis,1987-SB-323,1987-PA-141,application/pdf,
cdm112720,112720,Bill Analysis,1973-SB-58,1974-PA-358,application/pdf,
cdm112721,112721,Bill Analysis,1973-SB-58,1974-PA-358,application/pdf,
cdm112725,112725,Bill Analysis,1994-HB-5306,1994-PA-110,application/pdf,
cdm112728,112728,Bill Analysis,1994-HB-5306,1994-PA-110,application/pdf,
cdm112734,112734,Bill Analysis,1994-HB-5306,1994-PA-110,application/pdf,
cdm112735,112735,Bill Analysis,1979-HB-5224,1979-PA-217,application/pdf,
cdm112736,112736,Bill Analysis,1979-HB-5224,1979-PA-217,application/pdf,
cdm112742,112742,Bill Analysis,1936-extra session-HB-1,1936 extra session-PA-1,application/pdf,
cdm112899,112899,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112902,112902,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112910,112910,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112916,112916,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112919,112919,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112924,112924,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112928,112928,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112929,112929,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112932,112932,Bill Analysis,1975-HB-4580,1976-PA-306,application/pdf,
cdm112935,112935,Public Act,1975-HB-4580,1976-PA-306,application/pdf,
cdm112938,112938,Bill Analysis,1975-HB-4580,1976-PA-306,application/pdf,
cdm112941,112941,Bill Analysis,1975-HB-4580,1976-PA-306,application/pdf,
cdm112952,112952,House Journal entries,1975-HB-4580,1976-PA-306,application/pdf,
cdm112960,112960,Bill Analysis,1975-HB-4580,1976-PA-306,application/pdf,
cdm112979,112979,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112994,112994,Bill Analysis,1979-SB-104,1980-PA-300,application/pdf,
cdm112995,112995,Bill Analysis,1975-HB-4580,1976-PA-306,application/pdf,
cdm112996,112996,Bill Analysis,1975-HB-4580,1976-PA-306,application/pdf,
cdm112997,112997,Bill Analysis,1975-HB-4580,1976-PA-306,application/pdf,
cdm112998,112998,Introduced Bill,1975-HB-4580,1976-PA-306,application/pdf,
cdm113001,113001,Bill Analysis,1969-SB-635,1969-PA-244,application/pdf,
cdm113004,113004,Bill Analysis,1969-SB-635,1969-PA-244,application/pdf,
cdm113009,113009,Bill Analysis,1969-SB-635,1969-PA-244,application/pdf,
cdm114735,114735,Bill Analysis,1992-HB-5501,1992-PA-84,application/pdf,
cdm114746,114746,Bill Analysis,1992-HB-5501,1992-PA-84,application/pdf,
cdm114753,114753,Bill Analysis,1992-HB-5501,1992-PA-84,application/pdf,
cdm114757,114757,Bill Analysis,1989-SB-448,1989-PA-95,application/pdf,
cdm114780,114780,Bill Analysis,1988-HB-5624,1988-PA-408,application/pdf,
cdm114783,114783,Bill Analysis,1977-SB-834,1978-PA-481,application/pdf,
cdm114818,114818,Bill Analysis,1977-SB-834,1978-PA-481,application/pdf,
cdm114852,114852,Bill Analysis,1977-SB-834,1978-PA-481,application/pdf,
cdm114853,114853,Bill Analysis,1977-SB-834,1978-PA-481,application/pdf,
cdm115372,115372,Enrolled bill,1980-HB-4114,1980-PA-299,application/pdf,
cdm115561,115561,Substitute bill,1980-HB-4114,1980-PA-299,application/pdf,
cdm115754,115754,Substitute bill,1980-HB-4114,1980-PA-299,application/pdf,
cdm116077,116077,Bill Analysis,1976-HB-6085,1976-PA-442,application/pdf,
cdm116085,116085,Bill Analysis,1976-HB-6085,1976-PA-442,application/pdf,
cdm116092,116092,Bill Analysis,1976-HB-6085,1976-PA-442,application/pdf,
cdm116098,116098,Bill Analysis,1976-HB-6085,1976-PA-442,application/pdf,
cdm116141,116141,Introduced Bill,1976-HB-6085,1976-PA-442,application/pdf,
cdm116162,116162,Senate Journal entries,1976-HB-6085,1976-PA-442,application/pdf,
cdm116176,116176,Substitute Bill,1976-HB-6085,1976-PA-442,application/pdf,
cdm116182,116182,Bill Analysis,1993-HB-4587,1993-PA-293,application/pdf,
cdm116186,116186,Bill Analysis,1993-HB-4587,1993-PA-293,application/pdf,
cdm116189,116189,Bill Analysis,1993-HB-4587,1993-PA-293,application/pdf,
cdm116192,116192,Bill Analysis,1993-HB-4587,1993-PA-293,application/pdf,
cdm116195,116195,Bill Analysis,1993-HB-4587,1993-PA-293,application/pdf,
cdm116196,116196,Bill Analysis,1993-HB-4587,1993-PA-293,application/pdf,
cdm116200,116200,Bill Analysis,1977-HB-4001,1977-PA-136,application/pdf,
cdm116205,116205,Bill Analysis,1973-HB-5440,1973-PA-9,application/pdf,
cdm116206,116206,Bill Analysis,1977-HB-4001,1977-PA-136,application/pdf,
cdm116207,116207,Bill Analysis,1977-HB-4001,1977-PA-136,application/pdf,
cdm116208,116208,Bill Analysis,1973-HB-5440,1973-PA-9,application/pdf,
cdm116209,116209,Bill Analysis,1973-HB-5440,1973-PA-9,application/pdf,
cdm116381,116381,Bill Analysis,1975-SB-920,1976-PA-267,application/pdf,
cdm116390,116390,Bill Analysis,1975-SB-920,1976-PA-267,application/pdf,
cdm116412,116412,Bill Analysis,1975-SB-920,1976-PA-267,application/pdf,
cdm116428,116428,Bill Analysis,1995-SB-728,1996-PA-132,application/pdf,
cdm116444,116444,Bill Analysis,1995-SB-728,1996-PA-132,application/pdf,
cdm116453,116453,Bill Analysis,1995-SB-728,1996-PA-132,application/pdf,
cdm116462,116462,Bill Analysis,1995-SB-728,1996-PA-132,application/pdf,
cdm116471,116471,Bill Analysis,1995-SB-728,1996-PA-132,application/pdf,
cdm116475,116475,Bill Analysis,1995-SB-408;1995-SB-409;1995-SB-410;1995-SB-411;1995-SB-412;1995-SB-413;1995-SB-414,1995-PA-30;1995-PA-31;1995-PA-32;1995-PA-33;1995-PA-34;1995-PA-35;1995-PA-36,application/pdf,
cdm116481,116481,Bill Analysis,1995-SB-408;1995-SB-409;1995-SB-410;1995-SB-411;1995-SB-412;1995-SB-413;1995-SB-414,1995-PA-30;1995-PA-31;1995-PA-32;1995-PA-33;1995-PA-34;1995-PA-35;1995-PA-36,application/pdf,
cdm116488,116488,Bill Analysis,1995-SB-408;1995-SB-409;1995-SB-410;1995-SB-411;1995-SB-412;1995-SB-413;1995-SB-414,1995-PA-30;1995-PA-31;1995-PA-32;1995-PA-33;1995-PA-34;1995-PA-35;1995-PA-36,application/pdf,
cdm116497,116497,Bill Analysis,1995-SB-408;1995-SB-409;1995-SB-410;1995-SB-411;1995-SB-412;1995-SB-413;1995-SB-414,1995-PA-30;1995-PA-31;1995-PA-32;1995-PA-33;1995-PA-34;1995-PA-35;1995-PA-36,application/pdf,
cdm117935,117935,Bill Analysis,1975-HB-4222,1975-PA-148,application/pdf,
cdm117939,117939,Bill Analysis,1975-HB-4222,1975-PA-148,application/pdf,
cdm117949,117949,Bill Analysis,1975-HB-4222,1975-PA-148,application/pdf,
cdm117953,117953,Bill Analysis,1975-HB-4222,1975-PA-148,application/pdf,
cdm117958,117958,Bill Analysis,1975-HB-4222,1975-PA-148,application/pdf,
cdm117962,117962,Bill Analysis,1975-HB-4222,1975-PA-148,application/pdf,
cdm122134,122134,Bill Analysis,1993-HB-4134;1993-HB-4140,1993-PA-115;1993-PA-116,application/pdf,
cdm122138,122138,Bill Analysis,1993-HB-4134;1993-HB-4140,1993-PA-115;1993-PA-116,application/pdf,
cdm122142,122142,Bill Analysis,1993-HB-4134;1993-HB-4140,1993-PA-115;1993-PA-116,application/pdf,
cdm122143,122143,Bill Analysis,1993-HB-4134;1993-HB-4140,1993-PA-115;1993-PA-116,application/pdf,
cdm122144,122144,Bill Analysis,1979-HB-4246,1979-PA-23,application/pdf,
cdm122145,122145,Bill Analysis,1979-HB-4246,1979-PA-23,application/pdf,
cdm122146,122146,Bill Analysis,1979-HB-4246,1979-PA-23,application/pdf,
cdm122149,122149,Bill Analysis,1991-HB-4822,1992-PA-218,application/pdf,
cdm122152,122152,Bill Analysis,1991-HB-4822,1992-PA-218,application/pdf,
cdm122153,122153,Bill Analysis,1991-HB-4822,1992-PA-218,application/pdf,
cdm122158,122158,Bill Analysis,1991-HB-4822,1992-PA-218,application/pdf,
cdm122167,122167,Bill Analysis,1990-HB-6010,1990-PA-321,application/pdf,
cdm122175,122175,Bill Analysis,1975-HB-5690,1976-PA-440,application/pdf,
cdm122183,122183,Bill Analysis,1975-HB-5690,1976-PA-440,application/pdf,
cdm122188,122188,Bill Analysis,1975-HB-5690,1976-PA-440,application/pdf,
cdm122191,122191,Bill Analysis,1975-HB-5690,1976-PA-440,application/pdf,
cdm122195,122195,Bill Analysis,1975-HB-5690,1976-PA-440,application/pdf,
cdm122198,122198,Bill Analysis,1975-HB-5690,1976-PA-440,application/pdf,
cdm122203,122203,Bill Analysis,1975-HB-5690,1976-PA-440,application/pdf,
cdm122206,122206,Bill Analysis,1972-HB-6305,1972-PA-227,application/pdf,
cdm122209,122209,Bill Analysis,1972-HB-6305,1972-PA-227,application/pdf,
cdm122213,122213,Bill Analysis,1972-HB-6305,1972-PA-227,application/pdf,
cdm122228,122228,Bill Analysis,1972-HB-6305,1972-PA-227,application/pdf,
cdm122235,122235,Bill Analysis,1972-HB-6305,1972-PA-227,application/pdf,
cdm122250,122250,Bill Analysis,1972-HB-6305,1972-PA-227,application/pdf,
cdm122251,122251,Bill Analysis,1972-HB-6305,1972-PA-227,application/pdf,
cdm122254,122254,Bill Analysis,1977-HB-4570,1978-PA-381,application/pdf,
cdm122257,122257,Bill Analysis,1977-HB-4570,1978-PA-381,application/pdf,
cdm122260,122260,Bill Analysis,1977-HB-4570,1978-PA-381,application/pdf,
cdm122263,122263,Bill Analysis,1977-HB-4570,1978-PA-381,application/pdf,
cdm122264,122264,Bill Analysis,1977-HB-4570,1978-PA-381,application/pdf,
cdm122267,122267,Bill Analysis,1995-HB-5359,1996-PA-476,application/pdf,
cdm122270,122270,Bill Analysis,1995-HB-5359,1996-PA-476,application/pdf,
cdm122277,122277,Bill Analysis,1993-HB-4873,1993-PA-189,application/pdf,
cdm122283,122283,Bill Analysis,1993-HB-4873,1993-PA-189,application/pdf,
cdm122305,122305,Bill Analysis,1993-HB-4873,1993-PA-189,application/pdf,
cdm122315,122315,Bill Analysis,1993-HB-4873,1993-PA-189,application/pdf,
cdm122335,122335,Bill Analysis,1993-HB-4873,1993-PA-189,application/pdf,
cdm122348,122348,Bill Analysis,1993-HB-4873,1993-PA-189,application/pdf,
cdm122372,122372,Bill Analysis,1993-HB-4873,1993-PA-189,application/pdf,
cdm122386,122386,Bill Analysis,1975-HB-4222,1975-PA-148,application/pdf,
cdm126852,126852,Bill Analysis,1995-HB-4349,1995-PA-58,application/pdf,
cdm126929,126929,Bill Analysis,1993-SB-896;1993-HB-5121;1993-HB-4366;1993-HB-5124;1993-HB-5125;1993-HB-5190,1993-PA-362;1993-PA-335;1993-PA-318;1993-PA-284;1993-PA-337;1993-PA-339,application/pdf,
cdm126937,126937,Bill Analysis,1993-SB-896,1993-PA-362,application/pdf,
cdm126948,126948,Bill Analysis,1994-SB-1103,1994-PA-416,application/pdf,
cdm126953,126953,Bill Analysis,1994-SB-1103,1994-PA-416,application/pdf,
cdm126961,126961,Bill Summary,1993-HB-5121,1993-PA-335,application/pdf,
cdm126967,126967,Bill Summary,1993-HB-5121,1993-PA-335,application/pdf,
cdm126979,126979,Bill Analysis,1993-HB-5121;1993-HB-4366;1993-HB-5124;1993-HB-5125;1993-HB-5190;1993-HB-5122,1993-PA-335;1993-PA-318;1993-PA-284;1993-PA-337;1993-PA-339,application/pdf,
cdm127787,127787,Bill Analysis,1978-HB-6314,1978-PA-641,application/pdf,
cdm127791,127791,Bill Analysis,1978-HB-6314,1978-PA-641,application/pdf,
cdm127796,127796,Bill Analysis,1978-HB-6314,1978-PA-641,application/pdf,
cdm127813,127813,Bill Analysis,1978-HB-6314,1978-PA-641,application/pdf,
cdm134055,134055,Bill Analysis,1980-SB-1106;1980-HB-5630,1980-PA-440;1980-PA-438,application/pdf,
cdm134062,134062,Bill Analysis,1981-HB-4715,1982-PA-307,application/pdf,
cdm134067,134067,Bill Analysis,1990-SB-1020,1990-PA-234,application/pdf,
cdm134090,134090,Bill Analysis,1990-SB-1020,1990-PA-234,application/pdf,
cdm134096,134096,Bill Analysis,1982-HB-5527,1982-PA-304,application/pdf,
cdm134100,134100,Bill Analysis,1982-HB-5527,1982-PA-304,application/pdf,
cdm134104,134104,Bill Analysis,1982-HB-5527,1982-PA-304,application/pdf,
cdm134237,134237,Bill Analysis,1979-HB-4114,1980-PA-299,application/pdf,
cdm134238,134238,Bill Analysis,1992-HB-5856,1992-PA-258,application/pdf,
cdm134239,134239,Bill Analysis,1992-HB-5856,1992-PA-258,application/pdf,
cdm134507,134507,Bill Analysis,1988-SB-700,1988-PA-346,application/pdf,
cdm134508,134508,Bill Analysis,1988-SB-700,1988-PA-346,application/pdf,
cdm134509,134509,Bill Analysis,1988-SB-700,1988-PA-346,application/pdf,
cdm134510,134510,Bill Analysis,1988-SB-700,1988-PA-346,application/pdf,
cdm134511,134511,Bill Analysis,1988-SB-700,1988-PA-346,application/pdf,
cdm134512,134512,Bill Analysis,1988-SB-700,1988-PA-346,application/pdf,
cdm134628,134628,Bill Analysis,1980-SB-1146,1980-PA-314,application/pdf,
cdm134629,134629,Bill Analysis,1980-SB-1146,1980-PA-314,application/pdf,
cdm134630,134630,Bill Analysis,1980-SB-1146,1980-PA-314,application/pdf,
cdm134631,134631,Bill Analysis,1980-SB-1146,1980-PA-314,application/pdf,
cdm134632,134632,Bill Analysis,1980-SB-1146,1980-PA-314,application/pdf,
cdm134755,134755,Bill Analysis,1993-SB-896,1993-PA-362,application/pdf,
cdm138392,138392,Bill Analysis,1993-SB-331,1993-PA-123,application/pdf,
cdm138393,138393,Bill Analysis,1993-SB-331,1993-PA-123,application/pdf,
cdm138394,138394,Bill Analysis,1993-SB-331,1993-PA-123,application/pdf,
cdm138395,138395,Bill Analysis,1993-SB-331,1993-PA-123,application/pdf,
cdm138396,138396,Bill Analysis,1971-HB-4475;1971-SB-231,1971-PA-198,application/pdf,
cdm138397,138397,Bill Analysis,1971-HB-4475;1971-SB-231,1971-PA-198,application/pdf,
cdm138398,138398,Bill Analysis,1971-HB-4475;1971-SB-231,1971-PA-198,application/pdf,
cdm138399,138399,Bill Analysis,1971-HB-4475;1971-SB-231,1971-PA-198,application/pdf,
cdm138400,138400,Bill Analysis,1971-HB-4475;1971-SB-231,1971-PA-198,application/pdf,
cdm138401,138401,Bill Analysis,1973-SB-995,1973-PA-196,application/pdf,
cdm138402,138402,Bill Analysis,1973-SB-995,1973-PA-196,application/pdf,
cdm138403,138403,Bill Analysis,1989-SB-380,1990-PA-345,application/pdf,
cdm138404,138404,Bill Analysis,1983-SB-7,1983-PA-86,application/pdf,
cdm138405,138405,Bill Analysis,1989-SB-380,1990-PA-345,application/pdf,
cdm138406,138406,Bill Analysis,1989-SB-380,1990-PA-345,application/pdf,
cdm138407,138407,Bill Analysis,1993-HB-4063,1994-PA-239,application/pdf,
cdm138408,138408,Bill Analysis,1993-HB-4063,1994-PA-239,application/pdf,
cdm138409,138409,Bill Analysis,1993-HB-4063,1994-PA-239,application/pdf,
cdm138562,138562,Bill Analysis,1988-SB-857,1988-PA-504,application/pdf,
cdm138563,138563,Bill Analysis,1988-SB-857,1988-PA-504,application/pdf,
cdm138564,138564,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm138565,138565,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm138566,138566,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm138567,138567,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm138672,138672,Bill Analysis,1975-HB-5316,1976-PA-160,application/pdf,
cdm138673,138673,Bill Analysis,1975-HB-5316,1976-PA-160,application/pdf,
cdm138674,138674,Bill Analysis,1975-HB-5316,1976-PA-160,application/pdf,
cdm138675,138675,Bill Analysis,1975-HB-5316,1976-PA-160,application/pdf,
cdm138676,138676,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138677,138677,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138679,138679,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138680,138680,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138682,138682,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138683,138683,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138684,138684,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138685,138685,Public Act,1995-HB-4242,1995-PA-261,application/pdf,
cdm138686,138686,Bill Analysis,1995-HB-4242,1995-PA-261,application/pdf,
cdm138687,138687,Bill Analysis,1995-HB-4242,1996-PA-261,application/pdf,
cdm138688,138688,Bill Analysis,1995-HB-4242,1996-PA-261,application/pdf,
cdm138761,138761,Bill Analysis,1981-HB-4576,1982-PA-72,application/pdf,
cdm138762,138762,Bill Analysis,1981-HB-4576,1982-PA-72,application/pdf,
cdm138763,138763,Bill Analysis,1981-HB-4576,1982-PA-72,application/pdf,
cdm138921,138921,Bill Analysis,1967-HB-3188,1968-PA-286,application/pdf,
cdm138922,138922,Bill Analysis,1967-HB-3188,1968-PA-286,application/pdf,
cdm138923,138923,Bill Analysis,1967-HB-3188,1968-PA-286,application/pdf,
cdm140973,140973,Bill Analysis,1993-SB-46,1993-PA-237,application/pdf,
cdm140974,140974,Bill Analysis,1993-SB-46,1993-PA-237,application/pdf,
cdm140975,140975,Bill Analysis,1993-SB-46,1993-PA-237,application/pdf,
cdm140976,140976,Bill Analysis,1993-SB-46,1993-PA-237,application/pdf,
cdm140977,140977,Bill Analysis,1993-SB-46,1993-PA-237,application/pdf,
cdm140978,140978,Bill Analysis,1993-SB-46,1993-PA-237,application/pdf,
cdm140979,140979,Bill Analysis,1993-SB-46,1993-PA-237,application/pdf,
cdm140980,140980,Bill Analysis,1965-HB-2186,1965-PA-348,application/pdf,
cdm140981,140981,Bill Analysis,1965-HB-2186,1965-PA-348,application/pdf,
cdm140982,140982,Bill Analysis,1965-SB-108,1965-PA-343,application/pdf,
cdm140983,140983,Bill Analysis,1965-SB-108,1965-PA-343,application/pdf,
cdm141039,141039,Bill Analysis,1969-SB-113,1969-PA-43,application/pdf,
cdm141040,141040,Bill Analysis,1969-SB-113,1969-PA-43,application/pdf,
cdm141041,141041,Bill Analysis,1969-SB-113,1969-PA-43,application/pdf,
cdm141042,141042,Bill Analysis,1975-SB-977,1976-PA-48,application/pdf,
cdm141043,141043,Bill Analysis,1985-SB-564,1986-PA-89,application/pdf,
cdm141044,141044,Bill Analysis,1985-SB-564,1986-PA-89,application/pdf,
cdm141045,141045,Bill Analysis,1985-SB-564,1986-PA-89,application/pdf,
cdm141141,141141,Bill Analysis,1996-SB-925;1996-SB-929;1996-SB-969;1996-SB-970,1996-PA-559;1996-PA-560;1996-PA-561;1996-PA-562,application/pdf,
cdm141142,141142,Bill Analysis,1996-SB-925;1996-SB-929;1996-SB-969;1996-SB-970,1996-PA-559;1996-PA-560;1996-PA-561;1996-PA-562,application/pdf,
cdm141143,141143,Bill Analysis,1996-SB-925; 1996-SB-929; 1996-SB-969; 1996-SB-970,1996-PA-559;1996-PA-560;1996-PA-561;1996-PA-562,application/pdf,
cdm141144,141144,Bill Analysis,1996-SB-925;1996-SB-929;1996-SB-969;1996-SB-970,1996-PA-559;1996-PA-560;1996-PA-561;1996-PA-562,application/pdf,
cdm141145,141145,Bill Analysis,1983-HB-5179,1984-PA-431,application/pdf,
cdm141146,141146,Bill Analysis,1983-HB-5179,1984-PA-431,application/pdf,
cdm141147,141147,Bill Analysis,1983-HB-5179,1984-PA-431,application/pdf,
cdm141148,141148,Bill Analysis,1983-HB-5179,1984-PA-431,application/pdf,
cdm141304,141304,Bill Analysis,1995-SB-679,1995-PA-289,application/pdf,
cdm141305,141305,Bill Analysis,1995-SB-679,1995-PA-289,application/pdf,
cdm141306,141306,Bill Analysis,1995-SB-679,1995-PA-289,application/pdf,
cdm141756,141756,Bill Analysis,1995-SB-679,1995-PA-289,application/pdf,
cdm141757,141757,Bill Analysis,1995-SB-679,1995-PA-289,application/pdf,
cdm141758,141758,Bill Analysis,1995-SB-679,1995-PA-289,application/pdf,
cdm141759,141759,Bill Analysis,1995-SB-679,1995-PA-289,application/pdf,
cdm141760,141760,Bill Analysis,1986-SB-729,1986-PA-230,application/pdf,
cdm141761,141761,Bill Summary,1983-SB-603,1984-PA-128,application/pdf,
cdm141762,141762,Bill Analysis,1983-SB-603,1984-PA-128,application/pdf,
cdm141763,141763,Bill Analysis,1983-SB-603,1984-PA-128,application/pdf,
cdm141764,141764,Introduced Bill,1983-SB-603,1984-PA-128,application/pdf,
cdm141765,141765,House Journal entries,1983-SB-603,1984-PA-128,application/pdf,
cdm141766,141766,Senate Journal entries,1983-SB-603,1984-PA-128,application/pdf,
cdm141767,141767,Annotations,1983-SB-603,1984-PA-128,application/pdf,
cdm141768,141768,Bill Analysis,1983-SB-603,1984-PA-128,application/pdf,
cdm142181,142181,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm142182,142182,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm142183,142183,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm142184,142184,Bill Analysis,1973-SB-439,1974-PA-361,application/pdf,
cdm142185,142185,Bill Analysis,1989-HB-4240,1989-PA-243,application/pdf,
cdm142186,142186,Bill Analysis,1989-HB-4240,1989-PA-243,application/pdf,
